ids,0
25672,0
59964,1
66230,2
50801,2
83307,3
91787,6
58429,8
99131,4
80125,5
25082,0
37535,3
28128,2
52636,4
63925,6
43271,8
38036,5
54620,6
61416,3
74550,6
40888,6
49889,4
58702,4
38675,2
89732,1
65266,5
69186,7
67426,8
34744,6
21450,4
49381,1
62348,9
76542,7
63348,7
22624,8
81445,1
32572,0
40068,9
30250,8
70825,0
84690,8
20991,2
56127,0
86208,2
57617,0
81944,2
65695,0
74511,3
35715,3
24710,2
74948,3
42558,2
23142,4
61813,9
73095,3
60517,0
83239,9
27989,9
88497,4
80064,0
59218,3
70938,4
79502,5
67337,4
66989,6
42838,1
45432,1
99950,0
73503,9
74623,5
86195,2
85871,7
89572,3
47700,2
69955,6
73068,5
68676,7
97211,1
51436,6
76766,1
56592,3
54091,9
89080,6
91436,1
31162,2
37787,4
59003,8
58444,9
94671,4
96090,1
48650,6
86683,3
28923,0
80490,2
33243,2
33376,6
70098,0
32859,4
27828,7
86696,7
22348,3
97292,9
92242,1
85423,9
66808,2
20148,8
69852,2
49188,3
46819,8
90676,2
64255,7
74085,5
84262,5
23433,4
64682,4
89730,7
39257,5
85277,0
68597,6
58172,7
74344,3
76740,0
29923,5
55642,4
60197,4
56643,7
59965,0
75819,5
33792,5
81470,0
27589,3
35044,1
37402,7
83100,9
47056,2
76274,9
26512,6
26450,4
39209,4
29741,6
65201,4
22912,3
41997,3
34632,3
61348,2
89061,2
37590,6
30417,4
45608,0
74383,1
47710,3
46217,4
91770,3
40691,3
94476,1
63619,9
99108,3
66297,3
71727,0
40577,9
71901,5
95169,6
44394,7
25746,7
93828,3
74267,6
48600,4
91562,0
83633,6
67564,7
60624,2
48978,4
75916,8
85258,9
33766,0
50738,6
96565,4
77683,0
81255,5
33909,7
72087,9
49847,7
72195,1
34951,3
56816,9
92917,1
44144,7
92202,5
56928,6
77278,0
52873,7
97815,4
82582,9
59413,1
97766,6
22386,2
88803,0
70052,2
98954,4
62022,8
24449,9
56317,0
61404,4
99335,2
20777,5
49296,5
20359,8
73365,6
90562,2
40716,1
71675,9
24079,6
60298,6
31696,7
59911,1
46582,9
46921,5
20251,9
87438,0
76095,2
86303,8
96664,5
28798,7
89429,7
31839,6
70617,2
49610,4
30649,5
64040,7
95619,8
75825,1
47064,9
46999,5
24589,0
44732,2
88541,9
83324,7
53928,4
77796,0
99104,9
97018,2
82248,1
88226,5
48869,7
76927,7
45159,0
91759,2
71513,3
66191,5
50559,3
68048,3
74681,8
30017,1
38673,6
96452,4
91120,4
83873,8
46670,4
78507,9
71559,8
28784,3
97934,3
35167,2
48838,4
88169,4
21903,2
30589,9
95787,3
75457,9
72111,2
45755,8
38033,6
84856,8
87745,8
74868,6
70347,7
82401,2
45308,5
47781,5
66078,9
50288,7
59515,8
33803,2
63131,4
31079,8
76564,3
72865,8
60762,3
68791,1
92148,2
98086,2
91618,2
63573,1
27453,8
22678,1
82714,3
21250,0
91280,3
44910,1
86242,7
93901,0
69719,5
40822,2
32675,0
48395,9
56776,6
95780,2
38644,7
66518,4
29860,7
42318,7
79663,1
85923,6
90284,6
45247,0
27963,7
89840,8
98354,9
63085,0
50826,9
24964,2
50101,0
40355,2
98872,5
74187,6
30122,8
75839,5
87166,8
26477,7
98785,7
77917,6
33449,1
91186,2
47921,9
39876,7
54822,6
87112,6
64092,1
44277,6
31165,3
50726,8
44309,6
81532,5
89761,5
77931,0
41887,9
94989,2
81896,9
68869,8
62133,0
98621,6
51942,9
57647,6
23983,4
51138,3
31347,0
48249,0
57141,0
97797,8
49691,5
52743,9
24898,5
60405,1
31012,2
71020,0
79523,7
70112,1
41221,2
89378,7
27071,5
36082,9
22137,8
72112,2
87231,0
44400,6
27875,2
